FEN,Move,WhiteElo,BlackElo
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d2d4,2241,2240
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e7e6,2241,2240
rnbqkbnr/pppp1ppp/4p3/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,c1f4,2241,2240
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,d7d5,2241,2240
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,e2e3,2241,2240
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 1 4,g8f6,2241,2240
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR b KQkq - 2 4,b1c3,2241,2240
rnbqk2r/ppp2ppp/3bpn2/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR w KQkq - 3 5,f8d6,2241,2240
rnbqk2r/ppp2ppp/3bpn2/3p4/3P4/2N1P1B1/PPP2PPP/R2QKBNR b KQkq - 4 5,f4g3,2241,2240
rnbqk2r/ppp2ppp/4pn2/3p4/3P4/2N1P1b1/PPP2PPP/R2QKBNR w KQkq - 0 6,d6g3,2241,2240
rnbqk2r/ppp2ppp/4pn2/3p4/3P4/2N1P1P1/PPP2PP1/R2QKBNR b KQkq - 0 6,h2g3,2241,2240
rnbq1rk1/ppp2ppp/4pn2/3p4/3P4/2N1P1P1/PPP2PP1/R2QKBNR w KQ - 1 7,e8g8,2241,2240
rnbq1rk1/ppp2ppp/4pn2/3p4/3P4/2N1PNP1/PPP2PP1/R2QKB1R b KQ - 2 7,g1f3,2241,2240
rnbq1rk1/pp3ppp/4pn2/2pp4/3P4/2N1PNP1/PPP2PP1/R2QKB1R w KQ - 0 8,c7c5,2241,2240
rnbq1rk1/pp3ppp/4pn2/2pp4/3P4/2NQPNP1/PPP2PP1/R3KB1R b KQ - 1 8,d1d3,2241,2240
rnbq1rk1/pp3ppp/4pn2/3p4/3p4/2NQPNP1/PPP2PP1/R3KB1R w KQ - 0 9,c5d4,2241,2240
rnbq1rk1/pp3ppp/4pn2/3p4/3P4/2NQ1NP1/PPP2PP1/R3KB1R b KQ - 0 9,e3d4,2241,2240
r1bq1rk1/pp3ppp/2n1pn2/3p4/3P4/2NQ1NP1/PPP2PP1/R3KB1R w KQ - 1 10,b8c6,2241,2240
r1bq1rk1/pp3ppp/2n1pn2/3p4/3P2P1/2NQ1N2/PPP2PP1/R3KB1R b KQ - 0 10,g3g4,2241,2240
r1bq1rk1/pp3p1p/2n1pnp1/3p4/3P2P1/2NQ1N2/PPP2PP1/R3KB1R w KQ - 0 11,g7g6,2241,2240
r1bq1rk1/pp3p1p/2n1pnp1/3p2P1/3P4/2NQ1N2/PPP2PP1/R3KB1R b KQ - 0 11,g4g5,2241,2240
r1bq1rk1/pp3p1p/2n1p1p1/3p2P1/3Pn3/2NQ1N2/PPP2PP1/R3KB1R w KQ - 1 12,f6e4,2241,2240
r1bq1rk1/pp3p1p/2n1p1p1/3p2P1/3PN3/3Q1N2/PPP2PP1/R3KB1R b KQ - 0 12,c3e4,2241,2240
r1bq1rk1/pp3p1p/2n1p1p1/6P1/3Pp3/3Q1N2/PPP2PP1/R3KB1R w KQ - 0 13,d5e4,2241,2240
r1bq1rk1/pp3p1p/2n1p1p1/6P1/3PQ3/5N2/PPP2PP1/R3KB1R b KQ - 0 13,d3e4,2241,2240
r1bq1rk1/pp5p/2n1p1p1/5pP1/3PQ3/5N2/PPP2PP1/R3KB1R w KQ f6 0 14,f7f5,2241,2240
r1bq1rk1/pp5p/2n1p1p1/5pP1/3P3Q/5N2/PPP2PP1/R3KB1R b KQ - 1 14,e4h4,2241,2240
r1bq2k1/pp3r1p/2n1p1p1/5pP1/3P3Q/5N2/PPP2PP1/R3KB1R w KQ - 2 15,f8f7,2241,2240
r1bq2k1/pp3r1p/2n1p1p1/4NpP1/3P3Q/8/PPP2PP1/R3KB1R b KQ - 3 15,f3e5,2241,2240
r1bq2k1/pp3r1p/4p1p1/4npP1/3P3Q/8/PPP2PP1/R3KB1R w KQ - 0 16,c6e5,2241,2240
r1bq2k1/pp3r1p/4p1p1/4PpP1/7Q/8/PPP2PP1/R3KB1R b KQ - 0 16,d4e5,2241,2240
r1b3k1/pp3r1p/4p1p1/q3PpP1/7Q/8/PPP2PP1/R3KB1R w KQ - 1 17,d8a5,2241,2240
r1b3k1/pp3r1p/4p1p1/q3PpP1/7Q/2P5/PP3PP1/R3KB1R b KQ - 0 17,c2c3,2241,2240
r1b3k1/pp3r1p/4p1p1/4qpP1/7Q/2P5/PP3PP1/R3KB1R w KQ - 0 18,a5e5,2241,2240
r1b3k1/pp3r1p/4p1p1/4qpP1/7Q/2P5/PP1K1PP1/R4B1R b - - 1 18,e1d2,2241,2240
r1b3k1/p4r1p/1p2p1p1/4qpP1/7Q/2P5/PP1K1PP1/R4B1R w - - 0 19,b7b6,2241,2240
r1b3k1/p4r1p/1p2p1p1/4qpP1/7Q/2P5/PP1K1PP1/4RB1R b - - 1 19,a1e1,2241,2240
r1b3k1/p4r1p/1p2p1p1/q4pP1/7Q/2P5/PP1K1PP1/4RB1R w - - 2 20,e5a5,2241,2240
r1b3k1/p4r1p/1p2p1p1/q4pP1/7Q/P1P5/1P1K1PP1/4RB1R b - - 0 20,a2a3,2241,2240
r5k1/p4r1p/bp2p1p1/q4pP1/7Q/P1P5/1P1K1PP1/4RB1R w - - 1 21,c8a6,2241,2240
r5k1/p4r1p/Bp2p1p1/q4pP1/7Q/P1P5/1P1K1PP1/4R2R b - - 0 21,f1a6,2241,2240
r5k1/p4r1p/qp2p1p1/5pP1/7Q/P1P5/1P1K1PP1/4R2R w - - 0 22,a5a6,2241,2240
r5k1/p4r1p/qp2p1p1/5pP1/3Q4/P1P5/1P1K1PP1/4R2R b - - 1 22,h4d4,2241,2240
r4rk1/p6p/qp2p1p1/5pP1/3Q4/P1P5/1P1K1PP1/4R2R w - - 2 23,f7f8,2241,2240
r4rk1/p6p/qp2p1p1/5pP1/3Q4/P1P5/1PK2PP1/4R2R b - - 3 23,d2c2,2241,2240
r4rk1/p6p/1p2p1p1/1q3pP1/3Q4/P1P5/1PK2PP1/4R2R w - - 4 24,a6b5,2241,2240
r4rk1/p6p/1p2R1p1/1q3pP1/3Q4/P1P5/1PK2PP1/7R b - - 0 24,e1e6,2241,2240
3r1rk1/p6p/1p2R1p1/1q3pP1/3Q4/P1P5/1PK2PP1/7R w - - 1 25,a8d8,2241,2240
3r1rk1/p6p/1p2R1p1/1q3pP1/8/P1P1Q3/1PK2PP1/7R b - - 2 25,d4e3,2241,2240
3r1rk1/p6p/1p2R1p1/5pP1/q7/P1P1Q3/1PK2PP1/7R w - - 3 26,b5a4,2241,2240
3r1rk1/p6p/1p2R1p1/5pP1/q7/P1P1Q3/1P3PP1/1K5R b - - 4 26,c2b1,2241,2240
5rk1/p6p/1p2R1p1/5pP1/q7/P1P1Q3/1P3PP1/1K1r3R w - - 5 27,d8d1,2241,2240
5rk1/p6p/1p2R1p1/5pP1/q7/P1P1Q3/1P3PP1/1K1R4 b - - 0 27,h1d1,2241,2240
5rk1/p6p/1p2R1p1/5pP1/8/P1P1Q3/1P3PP1/1K1q4 w - - 0 28,a4d1,2241,2240
5rk1/p6p/1p2R1p1/5pP1/8/P1P1Q3/KP3PP1/3q4 b - - 1 28,b1a2,2241,2240
3q1rk1/p6p/1p2R1p1/5pP1/8/P1P1Q3/KP3PP1/8 w - - 2 29,d1d8,2241,2240
3q1rk1/p3R2p/1p4p1/5pP1/8/P1P1Q3/KP3PP1/8 b - - 3 29,e6e7,2241,2240
5rk1/p3R2p/1p4p1/3q1pP1/8/P1P1Q3/KP3PP1/8 w - - 4 30,d8d5,2241,2240
5rk1/p3R2p/1p4p1/3q1pP1/8/PPP1Q3/K4PP1/8 b - - 0 30,b2b3,2241,2240
6k1/p3Rr1p/1p4p1/3q1pP1/8/PPP1Q3/K4PP1/8 w - - 1 31,f8f7,2241,2240
4R1k1/p4r1p/1p4p1/3q1pP1/8/PPP1Q3/K4PP1/8 b - - 2 31,e7e8,2241,2240
4R3/p4rkp/1p4p1/3q1pP1/8/PPP1Q3/K4PP1/8 w - - 3 32,g8g7,2241,2240
4R3/p4rkp/1p4p1/3q1pP1/8/PPP1Q3/1K3PP1/8 b - - 4 32,a2b2,2241,2240
4R3/p2r2kp/1p4p1/3q1pP1/8/PPP1Q3/1K3PP1/8 w - - 5 33,f7d7,2241,2240
8/p2rR1kp/1p4p1/3q1pP1/8/PPP1Q3/1K3PP1/8 b - - 6 33,e8e7,2241,2240
8/p3r1kp/1p4p1/3q1pP1/8/PPP1Q3/1K3PP1/8 w - - 0 34,d7e7,2241,2240
8/p3Q1kp/1p4p1/3q1pP1/8/PPP5/1K3PP1/8 b - - 0 34,e3e7,2241,2240
6k1/p3Q2p/1p4p1/3q1pP1/8/PPP5/1K3PP1/8 w - - 1 35,g7g8,2241,2240
4Q1k1/p6p/1p4p1/3q1pP1/8/PPP5/1K3PP1/8 b - - 2 35,e7e8,2241,2240
4Q3/p5kp/1p4p1/3q1pP1/8/PPP5/1K3PP1/8 w - - 3 36,g8g7,2241,2240
8/p3Q1kp/1p4p1/3q1pP1/8/PPP5/1K3PP1/8 b - - 4 36,e8e7,2241,2240
6k1/p3Q2p/1p4p1/3q1pP1/8/PPP5/1K3PP1/8 w - - 5 37,g7g8,2241,2240
6k1/Q6p/1p4p1/3q1pP1/8/PPP5/1K3PP1/8 b - - 0 37,e7a7,2241,2240
6k1/Q6p/1p4p1/5pP1/8/PPP5/1K1q1PP1/8 w - - 1 38,d5d2,2241,2240
6k1/Q6p/1p4p1/5pP1/8/PPP5/3q1PP1/1K6 b - - 2 38,b2b1,2241,2240
6k1/Q6p/1p4p1/5pq1/8/PPP5/5PP1/1K6 w - - 0 39,d2g5,2241,2240
1Q4k1/7p/1p4p1/5pq1/8/PPP5/5PP1/1K6 b - - 1 39,a7b8,2241,2240
1Q6/6kp/1p4p1/5pq1/8/PPP5/5PP1/1K6 w - - 2 40,g8g7,2241,2240
1Q6/6kp/1p4p1/5pq1/P7/1PP5/5PP1/1K6 b - - 0 40,a3a4,2241,2240
1Q6/6kp/1p4p1/5p2/P5q1/1PP5/5PP1/1K6 w - - 1 41,g5g4,2241,2240
8/6kp/1Q4p1/5p2/P5q1/1PP5/5PP1/1K6 b - - 0 41,b8b6,2241,2240
8/6kp/1Q4p1/5p2/P7/1PP5/5Pq1/1K6 w - - 0 42,g4g2,2241,2240
8/6kp/6p1/5p2/P7/1PP1Q3/5Pq1/1K6 b - - 1 42,b6e3,2241,2240
8/6kp/6p1/5p2/P7/1PP1Q3/5P2/1K3q2 w - - 2 43,g2f1,2241,2240
8/6kp/6p1/5p2/P7/1PP1Q3/1K3P2/5q2 b - - 3 43,b1b2,2241,2240
8/6kp/6p1/5p2/P7/1PP1Q3/1K3Pq1/8 w - - 4 44,f1g2,2241,2240
8/6kp/6p1/5p2/P2Q4/1PP5/1K3Pq1/8 b - - 5 44,e3d4,2241,2240
8/7p/6pk/5p2/P2Q4/1PP5/1K3Pq1/8 w - - 6 45,g7h6,2241,2240
8/7p/6pk/P4p2/3Q4/1PP5/1K3Pq1/8 b - - 0 45,a4a5,2241,2240
8/7p/6pk/P7/3Q1p2/1PP5/1K3Pq1/8 w - - 0 46,f5f4,2241,2240
8/7p/6pk/P7/5Q2/1PP5/1K3Pq1/8 b - - 0 46,d4f4,2241,2240
8/7p/7k/P5p1/5Q2/1PP5/1K3Pq1/8 w - - 0 47,g6g5,2241,2240
8/7p/7k/P5p1/3Q4/1PP5/1K3Pq1/8 b - - 1 47,f4d4,2241,2240
8/7p/7k/P5p1/3Q4/1PP2q2/1K3P2/8 w - - 2 48,g2f3,2241,2240
8/7p/P6k/6p1/3Q4/1PP2q2/1K3P2/8 b - - 0 48,a5a6,2241,2240
8/5q1p/P6k/6p1/3Q4/1PP5/1K3P2/8 w - - 1 49,f3f7,2241,2240
8/P4q1p/7k/6p1/3Q4/1PP5/1K3P2/8 b - - 0 49,a6a7,2241,2240
8/P3q2p/7k/6p1/3Q4/1PP5/1K3P2/8 w - - 1 50,f7e7,2241,2240
8/P3q2p/7k/6p1/1P1Q4/2P5/1K3P2/8 b - - 0 50,b3b4,2241,2240
8/P6p/7k/6p1/1P1Q4/2P5/1K2qP2/8 w - - 1 51,e7e2,2241,2240
8/P6p/7k/6p1/1P1Q4/1KP5/4qP2/8 b - - 2 51,b2b3,2241,2240
8/P3q2p/7k/6p1/1P1Q4/1KP5/5P2/8 w - - 3 52,e2e7,2241,2240
8/P3q2p/7k/2Q3p1/1P6/1KP5/5P2/8 b - - 4 52,d4c5,2241,2240
8/P6p/4q2k/2Q3p1/1P6/1KP5/5P2/8 w - - 5 53,e7e6,2241,2240
8/P6p/4q2k/6p1/1PQ5/1KP5/5P2/8 b - - 6 53,c5c4,2241,2240
8/P6p/7k/6p1/1PQ5/1KP1q3/5P2/8 w - - 7 54,e6e3,2241,2240
8/P6p/7k/2Q3p1/1P6/1KP1q3/5P2/8 b - - 8 54,c4c5,2241,2240
8/P6p/7k/2Q3p1/1P6/1KP5/5P2/4q3 w - - 9 55,e3e1,2241,2240
Q7/7p/7k/2Q3p1/1P6/1KP5/5P2/4q3 b - - 0 55,a7a8q,2241,2240
Q7/7p/7k/2Q3p1/1P6/1KP5/5P2/1q6 w - - 1 56,e1b1,2241,2240
Q7/7p/7k/2Q3p1/1PK5/2P5/5P2/1q6 b - - 2 56,b3c4,2241,2240
Q7/7p/7k/2Q3p1/1PK5/2P5/5P2/q7 w - - 3 57,b1a1,2241,2240
Q7/7p/2Q4k/6p1/1PK5/2P5/5P2/q7 b - - 4 57,c5c6,2241,2240
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d2d4,2237,2229
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,d7d5,2237,2229
rnbqkbnr/ppp1pppp/8/3p4/3P4/2P5/PP2PPPP/RNBQKBNR b KQkq - 0 2,c2c3,2237,2229
rnbqkbnr/pp2pppp/2p5/3p4/3P4/2P5/PP2PPPP/RNBQKBNR w KQkq - 0 3,c7c6,2237,2229
rnbqkbnr/pp2pppp/2p5/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3,e2e3,2237,2229
rnbqkb1r/pp2pppp/2p2n2/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR w KQkq - 1 4,g8f6,2237,2229
rnbqkb1r/pp2pppp/2p2n2/3p4/3P4/2PBP3/PP3PPP/RNBQK1NR b KQkq - 2 4,f1d3,2237,2229
rnbqkb1r/pp3ppp/2p1pn2/3p4/3P4/2PBP3/PP3PPP/RNBQK1NR w KQkq - 0 5,e7e6,2237,2229
rnbqkb1r/pp3ppp/2p1pn2/3p4/3P4/2PBPN2/PP3PPP/RNBQK2R b KQkq - 1 5,g1f3,2237,2229
rnbqk2r/pp3ppp/2pbpn2/3p4/3P4/2PBPN2/PP3PPP/RNBQK2R w KQkq - 2 6,f8d6,2237,2229
rnbqk2r/pp3ppp/2pbpn2/3p4/3P4/2PBPN2/PP3PPP/RNBQ1RK1 b kq - 3 6,e1g1,2237,2229
r1bqk2r/pp1n1ppp/2pbpn2/3p4/3P4/2PBPN2/PP3PPP/RNBQ1RK1 w kq - 4 7,b8d7,2237,2229
r1bqk2r/pp1n1ppp/2pbpn2/3p4/3P4/2PBPN2/PP1N1PPP/R1BQ1RK1 b kq - 5 7,b1d2,2237,2229
r1bqk2r/pp1n1ppp/2pb1n2/3pp3/3P4/2PBPN2/PP1N1PPP/R1BQ1RK1 w kq - 0 8,e6e5,2237,2229
r1bqk2r/pp1n1ppp/2pb1n2/3pp3/3P4/2PBPN2/PP1N1PPP/R1BQR1K1 b kq - 1 8,f1e1,2237,2229
r1bqk2r/pp1n1ppp/2pb1n2/3p4/3Pp3/2PBPN2/PP1N1PPP/R1BQR1K1 w kq - 0 9,e5e4,2237,2229
r1bqk2r/pp1n1ppp/2pb1n2/3p4/3Pp3/2PBPN2/PPQN1PPP/R1B1R1K1 b kq - 1 9,d1c2,2237,2229
r1bqk2r/pp1n1ppp/2pb1n2/3p4/3P4/2PpPN2/PPQN1PPP/R1B1R1K1 w kq - 0 10,e4d3,2237,2229
r1bqk2r/pp1n1ppp/2pb1n2/3p4/3P4/2PQPN2/PP1N1PPP/R1B1R1K1 b kq - 0 10,c2d3,2237,2229
r1bq1rk1/pp1n1ppp/2pb1n2/3p4/3P4/2PQPN2/PP1N1PPP/R1B1R1K1 w - - 1 11,e8g8,2237,2229
r1bq1rk1/pp1n1ppp/2pb1n2/3p4/3PP3/2PQ1N2/PP1N1PPP/R1B1R1K1 b - - 0 11,e3e4,2237,2229
r1bq1rk1/pp1n1ppp/2pb1n2/8/3Pp3/2PQ1N2/PP1N1PPP/R1B1R1K1 w - - 0 12,d5e4,2237,2229
r1bq1rk1/pp1n1ppp/2pb1n2/8/3PN3/2PQ1N2/PP3PPP/R1B1R1K1 b - - 0 12,d2e4,2237,2229
r1bq1rk1/pp1n1ppp/2pb4/8/3Pn3/2PQ1N2/PP3PPP/R1B1R1K1 w - - 0 13,f6e4,2237,2229
r1bq1rk1/pp1n1ppp/2pb4/8/3PQ3/2P2N2/PP3PPP/R1B1R1K1 b - - 0 13,d3e4,2237,2229
r1bq1rk1/pp3ppp/2pb1n2/8/3PQ3/2P2N2/PP3PPP/R1B1R1K1 w - - 1 14,d7f6,2237,2229
r1bq1rk1/pp3ppp/2pb1n2/8/3P4/2PQ1N2/PP3PPP/R1B1R1K1 b - - 2 14,e4d3,2237,2229
r1bq1rk1/ppb2ppp/2p2n2/8/3P4/2PQ1N2/PP3PPP/R1B1R1K1 w - - 3 15,d6c7,2237,2229
r1bq1rk1/ppb2ppp/2p2n2/6B1/3P4/2PQ1N2/PP3PPP/R3R1K1 b - - 4 15,c1g5,2237,2229
r2q1rk1/ppb2ppp/2p2n2/6B1/3P2b1/2PQ1N2/PP3PPP/R3R1K1 w - - 5 16,c8g4,2237,2229
r2q1rk1/ppb2ppp/2p2n2/6B1/3P2b1/2PQ4/PP1N1PPP/R3R1K1 b - - 6 16,f3d2,2237,2229
r2q1rk1/ppb2pp1/2p2n1p/6B1/3P2b1/2PQ4/PP1N1PPP/R3R1K1 w - - 0 17,h7h6,2237,2229
r2q1rk1/ppb2pp1/2p2n1p/8/3P2bB/2PQ4/PP1N1PPP/R3R1K1 b - - 1 17,g5h4,2237,2229
r4rk1/ppb2pp1/2pq1n1p/8/3P2bB/2PQ4/PP1N1PPP/R3R1K1 w - - 2 18,d8d6,2237,2229
r4rk1/ppb2pp1/2pq1n1p/8/3P2b1/2PQ2B1/PP1N1PPP/R3R1K1 b - - 3 18,h4g3,2237,2229
r4rk1/ppbq1pp1/2p2n1p/8/3P2b1/2PQ2B1/PP1N1PPP/R3R1K1 w - - 4 19,d6d7,2237,2229
r4rk1/ppBq1pp1/2p2n1p/8/3P2b1/2PQ4/PP1N1PPP/R3R1K1 b - - 0 19,g3c7,2237,2229
r4rk1/ppq2pp1/2p2n1p/8/3P2b1/2PQ4/PP1N1PPP/R3R1K1 w - - 0 20,d7c7,2237,2229
r4rk1/ppq2pp1/2p2n1p/8/3PN1b1/2PQ4/PP3PPP/R3R1K1 b - - 1 20,d2e4,2237,2229
r4rk1/ppq2pp1/2p4p/8/3Pn1b1/2PQ4/PP3PPP/R3R1K1 w - - 0 21,f6e4,2237,2229
r4rk1/ppq2pp1/2p4p/8/3PQ1b1/2P5/PP3PPP/R3R1K1 b - - 0 21,d3e4,2237,2229
r4rk1/pp1q1pp1/2p4p/8/3PQ1b1/2P5/PP3PPP/R3R1K1 w - - 1 22,c7d7,2237,2229
r4rk1/pp1q1pp1/2p4p/8/3PQ1b1/2P2P2/PP4PP/R3R1K1 b - - 0 22,f2f3,2237,2229
r4rk1/pp1q1pp1/2p4p/5b2/3PQ3/2P2P2/PP4PP/R3R1K1 w - - 1 23,g4f5,2237,2229
r4rk1/pp1q1pp1/2p4p/5b2/3P4/2PQ1P2/PP4PP/R3R1K1 b - - 2 23,e4d3,2237,2229
r3r1k1/pp1q1pp1/2p4p/5b2/3P4/2PQ1P2/PP4PP/R3R1K1 w - - 3 24,f8e8,2237,2229
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4,2343,2294
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e7e5,2343,2294
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,g1f3,2343,2294
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,b8c6,2343,2294
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,f1b5,2343,2294
r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,f8c5,2343,2294
r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,e1g1,2343,2294
r1bqk1nr/pppp1ppp/8/1Bb1p3/3nP3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5,c6d4,2343,2294
r1bqk1nr/pppp1ppp/8/1Bb1p3/3NP3/8/PPPP1PPP/RNBQ1RK1 b kq - 0 5,f3d4,2343,2294
r1bqk1nr/pppp1ppp/8/1B2p3/3bP3/8/PPPP1PPP/RNBQ1RK1 w kq - 0 6,c5d4,2343,2294
r1bqk1nr/pppp1ppp/8/1B2p3/3bP3/2P5/PP1P1PPP/RNBQ1RK1 b kq - 0 6,c2c3,2343,2294
r1bqk1nr/pppp1ppp/1b6/1B2p3/4P3/2P5/PP1P1PPP/RNBQ1RK1 w kq - 1 7,d4b6,2343,2294
r1bqk1nr/pppp1ppp/1b6/1B2p3/3PP3/2P5/PP3PPP/RNBQ1RK1 b kq - 0 7,d2d4,2343,2294
r1bqk1nr/pp1p1ppp/1bp5/1B2p3/3PP3/2P5/PP3PPP/RNBQ1RK1 w kq - 0 8,c7c6,2343,2294
r1bqk1nr/pp1p1ppp/1bp5/4p3/B2PP3/2P5/PP3PPP/RNBQ1RK1 b kq - 1 8,b5a4,2343,2294
r1bqk1nr/pp3ppp/1bpp4/4p3/B2PP3/2P5/PP3PPP/RNBQ1RK1 w kq - 0 9,d7d6,2343,2294
r1bqk1nr/pp3ppp/1bpp4/4p3/B2PP3/2P1B3/PP3PPP/RN1Q1RK1 b kq - 1 9,c1e3,2343,2294
r1bqk1nr/pp3ppp/1bpp4/8/B2pP3/2P1B3/PP3PPP/RN1Q1RK1 w kq - 0 10,e5d4,2343,2294
r1bqk1nr/pp3ppp/1bpp4/8/B2PP3/4B3/PP3PPP/RN1Q1RK1 b kq - 0 10,c3d4,2343,2294
r1b1k1nr/pp3ppp/1bpp4/8/B2PP2q/4B3/PP3PPP/RN1Q1RK1 w kq - 1 11,d8h4,2343,2294
r1b1k1nr/pp3ppp/1bpp4/8/B2PP2q/2N1B3/PP3PPP/R2Q1RK1 b kq - 2 11,b1c3,2343,2294
r1b1k2r/pp3ppp/1bpp1n2/8/B2PP2q/2N1B3/PP3PPP/R2Q1RK1 w kq - 3 12,g8f6,2343,2294
r1b1k2r/pp3ppp/1bpp1n2/8/B2PP2q/2N1BP2/PP4PP/R2Q1RK1 b kq - 0 12,f2f3,2343,2294
r1b2rk1/pp3ppp/1bpp1n2/8/B2PP2q/2N1BP2/PP4PP/R2Q1RK1 w - - 1 13,e8g8,2343,2294
r1b2rk1/pp3ppp/1bpp1n2/8/B2PP2q/2N1BP2/PP4PP/R3QRK1 b - - 2 13,d1e1,2343,2294
r1b2rk1/pp3ppp/1bpp1n2/7q/B2PP3/2N1BP2/PP4PP/R3QRK1 w - - 3 14,h4h5,2343,2294
r1b2rk1/pp3ppp/1bpp1n2/7q/B2PP3/2N1BPQ1/PP4PP/R4RK1 b - - 4 14,e1g3,2343,2294
r4rk1/pp3ppp/1bppbn2/7q/B2PP3/2N1BPQ1/PP4PP/R4RK1 w - - 5 15,c8e6,2343,2294
r4rk1/pp3ppp/1bpQbn2/7q/B2PP3/2N1BP2/PP4PP/R4RK1 b - - 0 15,g3d6,2343,2294
3r1rk1/pp3ppp/1bpQbn2/7q/B2PP3/2N1BP2/PP4PP/R4RK1 w - - 1 16,a8d8,2343,2294
3r1rk1/pp3ppp/1bp1bn2/4Q2q/B2PP3/2N1BP2/PP4PP/R4RK1 b - - 2 16,d6e5,2343,2294
3r1rk1/pp3ppp/1bp1bn2/4q3/B2PP3/2N1BP2/PP4PP/R4RK1 w - - 0 17,h5e5,2343,2294
3r1rk1/pp3ppp/1bp1bn2/4P3/B3P3/2N1BP2/PP4PP/R4RK1 b - - 0 17,d4e5,2343,2294
3r1rk1/pp3ppp/2p1bn2/4P3/B3P3/2N1bP2/PP4PP/R4RK1 w - - 0 18,b6e3,2343,2294
3r1rk1/pp3ppp/2p1bn2/4P3/B3P3/2N1bP2/PP4PP/R4R1K b - - 1 18,g1h1,2343,2294
3r1rk1/pp1n1ppp/2p1b3/4P3/B3P3/2N1bP2/PP4PP/R4R1K w - - 2 19,f6d7,2343,2294
3r1rk1/pp1n1ppp/2p1b3/4P3/B3P3/2N1bP2/PP4PP/R3R2K b - - 3 19,f1e1,2343,2294
3r1rk1/pp1n1ppp/2p1b3/4P3/B2bP3/2N2P2/PP4PP/R3R2K w - - 4 20,e3d4,2343,2294
3r1rk1/pp1n1ppp/2p1b3/4P3/B2bP3/5P2/PP2N1PP/R3R2K b - - 5 20,c3e2,2343,2294
3r1rk1/pp1n1ppp/2p1b3/4P3/B3P3/5P2/Pb2N1PP/R3R2K w - - 0 21,d4b2,2343,2294
3r1rk1/pp1n1ppp/2p1b3/4P3/B3P3/5P2/Pb2N1PP/1R2R2K b - - 1 21,a1b1,2343,2294
3r1rk1/pp1n1ppp/2p1b3/4P3/B3P3/b4P2/P3N1PP/1R2R2K w - - 2 22,b2a3,2343,2294
3r1rk1/pR1n1ppp/2p1b3/4P3/B3P3/b4P2/P3N1PP/4R2K b - - 0 22,b1b7,2343,2294
3r1rk1/pR3ppp/2p1b3/2n1P3/B3P3/b4P2/P3N1PP/4R2K w - - 1 23,d7c5,2343,2294
3r1rk1/R4ppp/2p1b3/2n1P3/B3P3/b4P2/P3N1PP/4R2K b - - 0 23,b7a7,2343,2294
3r1rk1/R4ppp/2p1b3/4P3/n3P3/b4P2/P3N1PP/4R2K w - - 0 24,c5a4,2343,2294
3r1rk1/5ppp/2p1b3/4P3/R3P3/b4P2/P3N1PP/4R2K b - - 0 24,a7a4,2343,2294
3r1rk1/5ppp/2p1b3/4P3/R3P3/5P2/Pb2N1PP/4R2K w - - 1 25,a3b2,2343,2294
3r1rk1/5ppp/2p1b3/4P3/R3P3/5P1P/Pb2N1P1/4R2K b - - 0 25,h2h3,2343,2294
3r1rk1/5ppp/2p1b3/4b3/R3P3/5P1P/P3N1P1/4R2K w - - 0 26,b2e5,2343,2294
3r1rk1/5ppp/2p1b3/4b3/R3P3/5P1P/P3N1P1/2R4K b - - 1 26,e1c1,2343,2294
