FEN,Move,WhiteElo,BlackElo
rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,g1f3,1001,977
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,d7d5,1001,977
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,b1c3,1001,977
rnbqkbnr/pp3ppp/4p3/2pp4/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,c7c5,1001,977
rnbqkbnr/pp3ppp/4p3/2pp4/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,d2d3,1001,977
rnbqkbnr/pp3ppp/4p3/2p5/3pP3/2NP1N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,d5d4,1001,977
rnbqkbnr/pp3ppp/4p3/1Np5/3pP3/3P1N2/PPP2PPP/R1BQKB1R b KQkq - 1 5,c3b5,1001,977
rnb1kbnr/pp3ppp/1q2p3/1Np5/3pP3/3P1N2/PPP2PPP/R1BQKB1R w KQkq - 2 6,d8b6,1001,977
rnb1kbnr/pp3ppp/1q2p3/1Np5/P2pP3/3P1N2/1PP2PPP/R1BQKB1R b KQkq - 0 6,a2a4,1001,977
rnb1kbnr/1p3ppp/pq2p3/1Np5/P2pP3/3P1N2/1PP2PPP/R1BQKB1R w KQkq - 0 7,a7a6,1001,977
rnb1kbnr/1p3ppp/pq2p3/1Np5/P1PpP3/3P1N2/1P3PPP/R1BQKB1R b KQkq c3 0 7,c2c4,1001,977
rnb1kbnr/1p3ppp/1q2p3/1pp5/P1PpP3/3P1N2/1P3PPP/R1BQKB1R w KQkq - 0 8,a6b5,1001,977
rnb1kbnr/1p3ppp/1q2p3/1Pp5/P2pP3/3P1N2/1P3PPP/R1BQKB1R b KQkq - 0 8,c4b5,1001,977
rn2kbnr/1p1b1ppp/1q2p3/1Pp5/P2pP3/3P1N2/1P3PPP/R1BQKB1R w KQkq - 1 9,c8d7,1001,977
rn2kbnr/1p1b1ppp/1q2p3/1Pp5/P2pP3/3P1N2/1P1B1PPP/R2QKB1R b KQkq - 2 9,c1d2,1001,977
rn2kbnr/1p3ppp/1q2p3/1bp5/P2pP3/3P1N2/1P1B1PPP/R2QKB1R w KQkq - 0 10,d7b5,1001,977
rn2kbnr/1p3ppp/1q2p3/1bp1N3/P2pP3/3P4/1P1B1PPP/R2QKB1R b KQkq - 1 10,f3e5,1001,977
rn2kbnr/1p4pp/1q2pp2/1bp1N3/P2pP3/3P4/1P1B1PPP/R2QKB1R w KQkq - 0 11,f7f6,1001,977
rn2kbnr/1p4pp/1q2pp2/1bp5/P2pP1N1/3P4/1P1B1PPP/R2QKB1R b KQkq - 1 11,e5g4,1001,977
rn2kbnr/1p4pp/1q2pp2/1b6/P1ppP1N1/3P4/1P1B1PPP/R2QKB1R w KQkq - 0 12,c5c4,1001,977
rn2kbnr/1p4pp/1q2pp2/1b6/P1PpP1N1/8/1P1B1PPP/R2QKB1R b KQkq - 0 12,d3c4,1001,977
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d2d4,900,901
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,d7d5,900,901
rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,b1c3,900,901
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 2 3,g8f6,900,901
rnbqkb1r/ppp1pppp/5n2/3p4/3P1P2/2N5/PPP1P1PP/R1BQKBNR b KQkq - 0 3,f2f4,900,901
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1P2/2N5/PPP1P1PP/R1BQKBNR w KQkq - 1 4,c8f5,900,901
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1PP1/2N5/PPP1P2P/R1BQKBNR b KQkq - 0 4,g2g4,900,901
rn1qkb1r/ppp1pppp/5n2/3p4/3P1Pb1/2N5/PPP1P2P/R1BQKBNR w KQkq - 0 5,f5g4,900,901
rn1qkb1r/ppp1pppp/5n2/3p4/3PPPb1/2N5/PPP4P/R1BQKBNR b KQkq - 0 5,e2e4,900,901
rn1qkb1r/ppp1pppp/5n2/3p4/3PPP2/2N5/PPP4P/R1BbKBNR w KQkq - 0 6,g4d1,900,901
rn1qkb1r/ppp1pppp/5n2/3p4/3PPP2/2N5/PPP4P/R1BK1BNR b kq - 0 6,e1d1,900,901
rn1qkb1r/ppp1pppp/5n2/8/3PpP2/2N5/PPP4P/R1BK1BNR w kq - 0 7,d5e4,900,901
rn1qkb1r/ppp1pppp/5n2/1B6/3PpP2/2N5/PPP4P/R1BK2NR b kq - 1 7,f1b5,900,901
rn1qkb1r/pp2pppp/2p2n2/1B6/3PpP2/2N5/PPP4P/R1BK2NR w kq - 0 8,c7c6,900,901
rn1qkb1r/pp2pppp/2p2n2/8/B2PpP2/2N5/PPP4P/R1BK2NR b kq - 1 8,b5a4,900,901
rn1qkb1r/p3pppp/2p2n2/1p6/B2PpP2/2N5/PPP4P/R1BK2NR w kq - 0 9,b7b5,900,901
rn1qkb1r/p3pppp/2p2n2/1N6/B2PpP2/8/PPP4P/R1BK2NR b kq - 0 9,c3b5,900,901
rn1qkb1r/p3pppp/5n2/1p6/B2PpP2/8/PPP4P/R1BK2NR w kq - 0 10,c6b5,900,901
rn1qkb1r/p3pppp/5n2/1B6/3PpP2/8/PPP4P/R1BK2NR b kq - 0 10,a4b5,900,901
r2qkb1r/p2npppp/5n2/1B6/3PpP2/8/PPP4P/R1BK2NR w kq - 1 11,b8d7,900,901
r2qkb1r/p2npppp/5n2/1B6/3PpP2/5N2/PPP4P/R1BK3R b kq - 2 11,g1f3,900,901
r3kb1r/p2npppp/1q3n2/1B6/3PpP2/5N2/PPP4P/R1BK3R w kq - 3 12,d8b6,900,901
r3kb1r/p2npppp/1q3n2/1B6/P2PpP2/5N2/1PP4P/R1BK3R b kq - 0 12,a2a4,900,901
r3kb1r/3npppp/pq3n2/1B6/P2PpP2/5N2/1PP4P/R1BK3R w kq - 0 13,a7a6,900,901
r3kb1r/3Bpppp/pq3n2/8/P2PpP2/5N2/1PP4P/R1BK3R b kq - 0 13,b5d7,900,901
r4b1r/3kpppp/pq3n2/8/P2PpP2/5N2/1PP4P/R1BK3R w - - 0 14,e8d7,900,901
r4b1r/3kpppp/pq3n2/4N3/P2PpP2/8/1PP4P/R1BK3R b - - 1 14,f3e5,900,901
r4b1r/4pppp/pq2kn2/4N3/P2PpP2/8/1PP4P/R1BK3R w - - 2 15,d7e6,900,901
r4b1r/4pppp/pq2kn2/8/P1NPpP2/8/1PP4P/R1BK3R b - - 3 15,e5c4,900,901
r4b1r/4pppp/p3kn2/8/P1NqpP2/8/1PP4P/R1BK3R w - - 0 16,b6d4,900,901
r4b1r/4pppp/p3kn2/8/P1NqpP2/8/1PPB3P/R2K3R b - - 1 16,c1d2,900,901
r4b1r/4pppp/p3kn2/8/P1q1pP2/8/1PPB3P/R2K3R w - - 0 17,d4c4,900,901
r4b1r/4pppp/p3kn2/8/P1q1pP2/R7/1PPB3P/3K3R b - - 1 17,a1a3,900,901
r4b1r/4pppp/p3kn2/8/P2qpP2/R7/1PPB3P/3K3R w - - 2 18,c4d4,900,901
r4b1r/4pppp/p3kn2/8/P2qpP2/R7/1PPB3P/3KR3 b - - 3 18,h1e1,900,901
r4b1r/4pppp/p3kn2/8/P3pP2/R7/1qPB3P/3KR3 w - - 0 19,d4b2,900,901
r4b1r/4pppp/p3kn2/8/P3RP2/R7/1qPB3P/3K4 b - - 0 19,e1e4,900,901
r4b1r/4pppp/p3k3/8/P3nP2/R7/1qPB3P/3K4 w - - 0 20,f6e4,900,901
r4b1r/4pppp/p3k3/8/P3nP2/1R6/1qPB3P/3K4 b - - 1 20,a3b3,900,901
r4b1r/4pppp/p3k3/8/P3nP2/1R6/2PB3P/q2K4 w - - 2 21,b2a1,900,901
r4b1r/4pppp/p3k3/8/P3nP2/8/2PB3P/qR1K4 b - - 3 21,b3b1,900,901
r4b1r/4pppp/p3k3/8/P3nP2/8/2PB3P/1q1K4 w - - 0 22,a1b1,900,901
rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,b2b4,663,808
rnbqkbnr/pppp1ppp/8/4p3/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2,e7e5,663,808
rnbqkbnr/pppp1ppp/8/4p3/1P1P4/8/P1P1PPPP/RNBQKBNR b KQkq - 0 2,d2d4,663,808
rnbqk1nr/pppp1ppp/8/4p3/1b1P4/8/P1P1PPPP/RNBQKBNR w KQkq - 0 3,f8b4,663,808
rnbqk1nr/pppp1ppp/8/4p3/1b1P4/2N5/P1P1PPPP/R1BQKBNR b KQkq - 1 3,b1c3,663,808
rnbqk1nr/pppp1ppp/8/4p3/3P4/2b5/P1P1PPPP/R1BQKBNR w KQkq - 0 4,b4c3,663,808
rnbqk1nr/pppp1ppp/8/4p3/3P4/2b5/P1PBPPPP/R2QKBNR b KQkq - 1 4,c1d2,663,808
rnbqk1nr/pppp1ppp/8/4p3/3b4/8/P1PBPPPP/R2QKBNR w KQkq - 0 5,c3d4,663,808
rnbqk1nr/pppp1ppp/8/4p3/3b2P1/8/P1PBPP1P/R2QKBNR b KQkq - 0 5,g2g4,663,808
rnbqk1nr/ppp2ppp/8/3pp3/3b2P1/8/P1PBPP1P/R2QKBNR w KQkq - 0 6,d7d5,663,808
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4,834,964
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d7d6,834,964
rnbqkbnr/ppp1pppp/3p4/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,g1f3,834,964
rnbqkb1r/ppp1pppp/3p1n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,g8f6,834,964
rnbqkb1r/ppp1pppp/3p1n2/8/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,d2d3,834,964
rn1qkb1r/ppp1pppp/3p1n2/8/4P1b1/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,c8g4,834,964
rn1qkb1r/ppp1pppp/3p1n2/8/4P1b1/3P1N2/PPPN1PPP/R1BQKB1R b KQkq - 2 4,b1d2,834,964
rn1qkb1r/ppp1pppp/3p1n2/8/4P3/3P1b2/PPPN1PPP/R1BQKB1R w KQkq - 0 5,g4f3,834,964
rn1qkb1r/ppp1pppp/3p1n2/8/4P3/3P1P2/PPPN1P1P/R1BQKB1R b KQkq - 0 5,g2f3,834,964
rn1qkb1r/ppp2ppp/3p1n2/4p3/4P3/3P1P2/PPPN1P1P/R1BQKB1R w KQkq - 0 6,e7e5,834,964
rn1qkb1r/ppp2ppp/3p1n2/4p3/4P3/1P1P1P2/P1PN1P1P/R1BQKB1R b KQkq - 0 6,b2b3,834,964
rn1qkb1r/ppp2p1p/3p1np1/4p3/4P3/1P1P1P2/P1PN1P1P/R1BQKB1R w KQkq - 0 7,g7g6,834,964
rn1qkb1r/ppp2p1p/3p1np1/4p3/4P3/1P1P1P2/PBPN1P1P/R2QKB1R b KQkq - 1 7,c1b2,834,964
rn1qk2r/ppp2pbp/3p1np1/4p3/4P3/1P1P1P2/PBPN1P1P/R2QKB1R w KQkq - 2 8,f8g7,834,964
rn1qk2r/ppp2pbp/3p1np1/4p3/4P3/1P1P1P2/PBPNQP1P/R3KB1R b KQkq - 3 8,d1e2,834,964
rn1q1rk1/ppp2pbp/3p1np1/4p3/4P3/1P1P1P2/PBPNQP1P/R3KB1R w KQ - 4 9,e8g8,834,964
rn1q1rk1/ppp2pbp/3p1np1/4p3/4P3/1P1P1P2/PBPNQP1P/2KR1B1R b - - 5 9,e1c1,834,964
r2q1rk1/ppp2pbp/2np1np1/4p3/4P3/1P1P1P2/PBPNQP1P/2KR1B1R w - - 6 10,b8c6,834,964
r2q1rk1/ppp2pbp/2np1np1/4p3/4P3/1P1P1P2/PBPNQP1P/1K1R1B1R b - - 7 10,c1b1,834,964
r4rk1/pppq1pbp/2np1np1/4p3/4P3/1P1P1P2/PBPNQP1P/1K1R1B1R w - - 8 11,d8d7,834,964
r4rk1/pppq1pbp/2np1np1/4p3/2N1P3/1P1P1P2/PBP1QP1P/1K1R1B1R b - - 9 11,d2c4,834,964
r4rk1/p1pq1pbp/2np1np1/1p2p3/2N1P3/1P1P1P2/PBP1QP1P/1K1R1B1R w - - 0 12,b7b5,834,964
r4rk1/p1pq1pbp/2np1np1/1p2p3/4P3/NP1P1P2/PBP1QP1P/1K1R1B1R b - - 1 12,c4a3,834,964
4rrk1/p1pq1pbp/2np1np1/1p2p3/4P3/NP1P1P2/PBP1QP1P/1K1R1B1R w - - 2 13,a8e8,834,964
4rrk1/p1pq1pbp/2np1np1/1p2p3/4PP2/NP1P4/PBP1QP1P/1K1R1B1R b - - 0 13,f3f4,834,964
4rrk1/p1pq1pbp/2np1np1/1p6/4Pp2/NP1P4/PBP1QP1P/1K1R1B1R w - - 0 14,e5f4,834,964
4rrk1/p1pq1pbp/2np1np1/1p6/4Pp2/NP1P1P2/PBP1Q2P/1K1R1B1R b - - 0 14,f2f3,834,964
2q1rrk1/p1p2pbp/2np1np1/1p6/4Pp2/NP1P1P2/PBP1Q2P/1K1R1B1R w - - 1 15,d7c8,834,964
2q1rrk1/p1p2pbp/2np1np1/1p6/4Pp1P/NP1P1P2/PBP1Q3/1K1R1B1R b - - 0 15,h2h4,834,964
2q1rrk1/p1p2pbp/2n2np1/1p1p4/4Pp1P/NP1P1P2/PBP1Q3/1K1R1B1R w - - 0 16,d6d5,834,964
2q1rrk1/p1p2pbp/2n2np1/1p1pP3/5p1P/NP1P1P2/PBP1Q3/1K1R1B1R b - - 0 16,e4e5,834,964
2q1rrk1/p1pn1pbp/2n3p1/1p1pP3/5p1P/NP1P1P2/PBP1Q3/1K1R1B1R w - - 1 17,f6d7,834,964
2q1rrk1/p1pn1pbp/2n3p1/1p1pP3/5p1P/NP1P1P1B/PBP1Q3/1K1R3R b - - 2 17,f1h3,834,964
2q1rrk1/p1pn2bp/2n3p1/1p1pPp2/5p1P/NP1P1P1B/PBP1Q3/1K1R3R w - f6 0 18,f7f5,834,964
2q1rrk1/p1pn2bp/2n3p1/1p1pPp2/3P1p1P/NP3P1B/PBP1Q3/1K1R3R b - - 0 18,d3d4,834,964
2q1rrk1/p1pn2bp/2n3p1/3pPp2/1p1P1p1P/NP3P1B/PBP1Q3/1K1R3R w - - 0 19,b5b4,834,964
2q1rrk1/p1pn2bp/2n3p1/1N1pPp2/1p1P1p1P/1P3P1B/PBP1Q3/1K1R3R b - - 1 19,a3b5,834,964
2q1rrk1/p1p3bp/1nn3p1/1N1pPp2/1p1P1p1P/1P3P1B/PBP1Q3/1K1R3R w - - 2 20,d7b6,834,964
2q1rrk1/p1p3bp/1nn3p1/1N1pPp1P/1p1P1p2/1P3P1B/PBP1Q3/1K1R3R b - - 0 20,h4h5,834,964
2q1rrk1/p1p3bp/1nn5/1N1pPp1p/1p1P1p2/1P3P1B/PBP1Q3/1K1R3R w - - 0 21,g6h5,834,964
2q1rrk1/p1p3bp/1nn5/1N1pPp1p/1p1P1p2/1PP2P1B/PB2Q3/1K1R3R b - - 0 21,c2c3,834,964
2q1rrk1/p1p3bp/1nn5/1N1pPp1p/3P1p2/1Pp2P1B/PB2Q3/1K1R3R w - - 0 22,b4c3,834,964
2q1rrk1/p1p3bp/1nn5/1N1pPp1p/3P1p2/1PB2P1B/P3Q3/1K1R3R b - - 0 22,b2c3,834,964
4rrk1/p1p3bp/qnn5/1N1pPp1p/3P1p2/1PB2P1B/P3Q3/1K1R3R w - - 1 23,c8a6,834,964
4rrk1/p1p3bp/qnn5/1N1pPp1p/P2P1p2/1PB2P1B/4Q3/1K1R3R b - - 0 23,a2a4,834,964
2q1rrk1/p1p3bp/1nn5/1N1pPp1p/P2P1p2/1PB2P1B/4Q3/1K1R3R w - - 1 24,a6c8,834,964
2q1rrk1/p1p3bp/1nn5/1N1pPp1p/P2P1p2/1PB2P1B/4Q3/1K1RR3 b - - 2 24,h1e1,834,964
2q1r1k1/p1p2rbp/1nn5/1N1pPp1p/P2P1p2/1PB2P1B/4Q3/1K1RR3 w - - 3 25,f8f7,834,964
2q1r1k1/p1p2rbp/1nn5/1N1pPp1p/P2P1p2/1PBR1P1B/4Q3/1K2R3 b - - 4 25,d1d3,834,964
2q1r1k1/p1p1r1bp/1nn5/1N1pPp1p/P2P1p2/1PBR1P1B/4Q3/1K2R3 w - - 5 26,f7e7,834,964
2q1r1k1/p1p1r1bp/1nn5/1N1pPp1p/P2P1p2/1PBR1P1B/7Q/1K2R3 b - - 6 26,e2h2,834,964
2q1r1kb/p1p1r2p/1nn5/1N1pPp1p/P2P1p2/1PBR1P1B/7Q/1K2R3 w - - 7 27,g7h8,834,964
2q1r1kb/p1p1r2p/1nn5/1N1pPp1p/P2P1Q2/1PBR1P1B/8/1K2R3 b - - 0 27,h2f4,834,964
2q1r1k1/p1p1r2p/1nn5/1N1pbp1p/P2P1Q2/1PBR1P1B/8/1K2R3 w - - 0 28,h8e5,834,964
2q1r1k1/p1p1r2p/1nn5/1N1pPp1p/P4Q2/1PBR1P1B/8/1K2R3 b - - 0 28,d4e5,834,964
2q1r1k1/p1p1r2p/1n6/1N1pnp1p/P4Q2/1PBR1P1B/8/1K2R3 w - - 0 29,c6e5,834,964
2q1r1k1/N1p1r2p/1n6/3pnp1p/P4Q2/1PBR1P1B/8/1K2R3 b - - 0 29,b5a7,834,964
2q1r1k1/N1p1r2p/1n6/3p1p1p/P4Q2/1PBn1P1B/8/1K2R3 w - - 0 30,e5d3,834,964
2q1r1k1/N1p1r2p/1n6/3p1pQp/P7/1PBn1P1B/8/1K2R3 b - - 1 30,f4g5,834,964
2q1r1k1/N1p3rp/1n6/3p1pQp/P7/1PBn1P1B/8/1K2R3 w - - 2 31,e7g7,834,964
2q1R1k1/N1p3rp/1n6/3p1pQp/P7/1PBn1P1B/8/1K6 b - - 0 31,e1e8,834,964
4q1k1/N1p3rp/1n6/3p1pQp/P7/1PBn1P1B/8/1K6 w - - 0 32,c8e8,834,964
4q1k1/N1p3rp/1n6/3p1p1p/P7/1PBn1P1B/3Q4/1K6 b - - 1 32,g5d2,834,964
4q1k1/N1p3rp/1n6/3pnp1p/P7/1PB2P1B/3Q4/1K6 w - - 2 33,d3e5,834,964
4q1k1/N1p3rp/1n6/3pnp1p/P7/1PB2P1B/8/1K2Q3 b - - 3 33,d2e1,834,964
4q1k1/N1p1r2p/1n6/3pnp1p/P7/1PB2P1B/8/1K2Q3 w - - 4 34,g7e7,834,964
4q1k1/N1p1r2p/1n6/3pnp1p/P4P2/1PB4B/8/1K2Q3 b - - 0 34,f3f4,834,964
4q1k1/N1p1rn1p/1n6/3p1p1p/P4P2/1PB4B/8/1K2Q3 w - - 1 35,e5f7,834,964
4q1k1/N1p1rn1p/1n6/3p1p1p/P4P2/1PB3QB/8/1K6 b - - 2 35,e1g3,834,964
4q1k1/N1p1r2p/1n6/3p1pnp/P4P2/1PB3QB/8/1K6 w - - 3 36,f7g5,834,964
4q1k1/N1p1r2p/1n6/3p1pQp/P4P2/1PB4B/8/1K6 b - - 0 36,g3g5,834,964
6k1/N1p1r2p/1n4q1/3p1pQp/P4P2/1PB4B/8/1K6 w - - 1 37,e8g6,834,964
6k1/N1p1Q2p/1n4q1/3p1p1p/P4P2/1PB4B/8/1K6 b - - 0 37,g5e7,834,964
6k1/N1p1Q1qp/1n6/3p1p1p/P4P2/1PB4B/8/1K6 w - - 1 38,g6g7,834,964
6k1/N1p3qp/1n2Q3/3p1p1p/P4P2/1PB4B/8/1K6 b - - 2 38,e7e6,834,964
5k2/N1p3qp/1n2Q3/3p1p1p/P4P2/1PB4B/8/1K6 w - - 3 39,g8f8,834,964
5k2/N1p3qp/1n2Q3/3p1p1p/PB3P2/1P5B/8/1K6 b - - 4 39,c3b4,834,964
5k2/N1p1q2p/1n2Q3/3p1p1p/PB3P2/1P5B/8/1K6 w - - 5 40,g7e7,834,964
5k2/N1p1Q2p/1n6/3p1p1p/PB3P2/1P5B/8/1K6 b - - 0 40,e6e7,834,964
6k1/N1p1Q2p/1n6/3p1p1p/PB3P2/1P5B/8/1K6 w - - 1 41,f8g8,834,964
5Qk1/N1p4p/1n6/3p1p1p/PB3P2/1P5B/8/1K6 b - - 2 41,e7f8,834,964
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4,936,1059
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e7e5,936,1059
rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,d1h5,936,1059
r1bqkbnr/pppp1ppp/2n5/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 2 3,b8c6,936,1059
r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3,f1c4,936,1059
r1b1kbnr/pppp1ppp/2n2q2/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 4 4,d8f6,936,1059
r1b1kbnr/pppp1ppp/2n2q2/4p2Q/2BPP3/8/PPP2PPP/RNB1K1NR b KQkq - 0 4,d2d4,936,1059
r1b1kbnr/pppp1ppp/5q2/4p2Q/2BnP3/8/PPP2PPP/RNB1K1NR w KQkq - 0 5,c6d4,936,1059
r1b1kbnr/pppp1ppp/5q2/4p2Q/2BnP3/8/PPPK1PPP/RNB3NR b kq - 1 5,e1d2,936,1059
r1b1kbnr/pppp1ppp/8/4p2Q/2BnPq2/8/PPPK1PPP/RNB3NR w kq - 2 6,f6f4,936,1059
r1b1kbnr/pppp1ppp/8/4p2Q/2BnPq2/8/PPP2PPP/RNBK2NR b kq - 3 6,d2d1,936,1059
r1b1kbnr/pppp1ppp/8/4p2Q/2BnP3/8/PPP2qPP/RNBK2NR w kq - 0 7,f4f2,936,1059
r1b1kbnr/pppp1Bpp/8/4p2Q/3nP3/8/PPP2qPP/RNBK2NR b kq - 0 7,c4f7,936,1059
r1b1kbnr/pppp1qpp/8/4p2Q/3nP3/8/PPP3PP/RNBK2NR w kq - 0 8,f2f7,936,1059
r1b1kbnr/pppp1qpp/8/4Q3/3nP3/8/PPP3PP/RNBK2NR b kq - 0 8,h5e5,936,1059
r1b1kbnr/pppp1qpp/4n3/4Q3/4P3/8/PPP3PP/RNBK2NR w kq - 1 9,d4e6,936,1059
r1b1kbnr/pppp1qpp/4n3/4Q3/4P3/8/PPP1N1PP/RNBK3R b kq - 2 9,g1e2,936,1059
r1b1kbnr/ppp2qpp/3pn3/4Q3/4P3/8/PPP1N1PP/RNBK3R w kq - 0 10,d7d6,936,1059
r1b1kbnr/ppp2qpp/3pn3/1Q6/4P3/8/PPP1N1PP/RNBK3R b kq - 1 10,e5b5,936,1059
r1b1kbnr/pp3qpp/2ppn3/1Q6/4P3/8/PPP1N1PP/RNBK3R w kq - 0 11,c7c6,936,1059
r1b1kbnr/pp3qpp/2ppn3/8/4P3/3Q4/PPP1N1PP/RNBK3R b kq - 1 11,b5d3,936,1059
r1b1kbnr/pp3qpp/2pp4/2n5/4P3/3Q4/PPP1N1PP/RNBK3R w kq - 2 12,e6c5,936,1059
r1b1kbnr/pp3qpp/2pp4/2n5/3QP3/8/PPP1N1PP/RNBK3R b kq - 3 12,d3d4,936,1059
r1b1kbnr/pp4pp/2pp1q2/2n5/3QP3/8/PPP1N1PP/RNBK3R w kq - 4 13,f7f6,936,1059
r1b1kbnr/pp4pp/2pp1q2/2n1P3/3Q4/8/PPP1N1PP/RNBK3R b kq - 0 13,e4e5,936,1059
r1b1kbnr/pp4pp/2pp4/2n1q3/3Q4/8/PPP1N1PP/RNBK3R w kq - 0 14,f6e5,936,1059
r1b1kbnr/pp4pp/2pp4/2n1q3/1P1Q4/8/P1P1N1PP/RNBK3R b kq - 0 14,b2b4,936,1059
r1b1kbnr/pp4pp/2pp4/2n5/1P1q4/8/P1P1N1PP/RNBK3R w kq - 0 15,e5d4,936,1059
r1b1kbnr/pp4pp/2pp4/2n5/1P1N4/8/P1P3PP/RNBK3R b kq - 0 15,e2d4,936,1059
r1b1kbnr/pp4pp/2ppn3/8/1P1N4/8/P1P3PP/RNBK3R w kq - 1 16,c5e6,936,1059
r1b1kbnr/pp4pp/2ppn3/5N2/1P6/8/P1P3PP/RNBK3R b kq - 2 16,d4f5,936,1059
r1b1kbnr/pp4pp/2pp4/5N2/1P3n2/8/P1P3PP/RNBK3R w kq - 3 17,e6f4,936,1059
r1b1kbnr/pp4pp/2pp4/5N2/1P3n2/8/P1P3PP/RNBKR3 b kq - 4 17,h1e1,936,1059
r1b1kb1r/pp2n1pp/2pp4/5N2/1P3n2/8/P1P3PP/RNBKR3 w kq - 5 18,g8e7,936,1059
r1b1kb1r/pp2n1pp/2pp4/5N2/1P3B2/8/P1P3PP/RN1KR3 b kq - 0 18,c1f4,936,1059
r3kb1r/pp2n1pp/2pp4/5b2/1P3B2/8/P1P3PP/RN1KR3 w kq - 0 19,c8f5,936,1059
r3kb1r/pp2n1pp/2pB4/5b2/1P6/8/P1P3PP/RN1KR3 b kq - 0 19,f4d6,936,1059
3rkb1r/pp2n1pp/2pB4/5b2/1P6/8/P1P3PP/RN1KR3 w k - 1 20,a8d8,936,1059
3rkb1r/pp2R1pp/2pB4/5b2/1P6/8/P1P3PP/RN1K4 b k - 0 20,e1e7,936,1059
3rk2r/pp2b1pp/2pB4/5b2/1P6/8/P1P3PP/RN1K4 w k - 0 21,f8e7,936,1059
3rk2r/pp2b1pp/2pB4/5b2/1P6/2N5/P1P3PP/R2K4 b k - 1 21,b1c3,936,1059
4k2r/pp2b1pp/2pr4/5b2/1P6/2N5/P1P3PP/R2K4 w k - 0 22,d8d6,936,1059
4k2r/pp2b1pp/2pr4/5b2/1P6/2N5/P1P1K1PP/R7 b k - 1 22,d1e2,936,1059
4k2r/pp2b1pp/2pr4/8/1P6/2N5/P1b1K1PP/R7 w k - 0 23,f5c2,936,1059
4k2r/pp2b1pp/2pr4/8/1P2N3/8/P1b1K1PP/R7 b k - 1 23,c3e4,936,1059
4k2r/pp2b1pp/2p1r3/8/1P2N3/8/P1b1K1PP/R7 w k - 2 24,d6e6,936,1059
4k2r/pp2b1pp/2p1r3/8/1P2N3/5K2/P1b3PP/R7 b k - 3 24,e2f3,936,1059
4k2r/pp2b1pp/2p1r3/8/1P2b3/5K2/P5PP/R7 w k - 0 25,c2e4,936,1059
4k2r/pp2b1pp/2p1r3/8/1P2bK2/8/P5PP/R7 b k - 1 25,f3f4,936,1059
4kr2/pp2b1pp/2p1r3/8/1P2bK2/8/P5PP/R7 w - - 2 26,h8f8,936,1059
4kr2/pp2b1pp/2p1r3/8/1P2b1K1/8/P5PP/R7 b - - 3 26,f4g4,936,1059
4kr2/pp2b1pp/2p1r3/8/1P4K1/8/P5bP/R7 w - - 0 27,e4g2,936,1059
4kr2/pp2b1pp/2p1r3/1P6/6K1/8/P5bP/R7 b - - 0 27,b4b5,936,1059
4kr2/pp2b1pp/2p3r1/1P6/6K1/8/P5bP/R7 w - - 1 28,e6g6,936,1059
