FEN,Move,WhiteElo,BlackElo
r3k2r/3n1ppp/3qpn2/p2bN3/2pP4/P6P/1PB2PP1/R1BQR1K1 b kq - 1 17,f3e5,1193,1221
r4rk1/3n1ppp/3qpn2/p2bN3/2pP4/P6P/1PB2PP1/R1BQR1K1 w - - 2 18,e8g8,1193,1221
r4rk1/3N1ppp/3qpn2/p2b4/2pP4/P6P/1PB2PP1/R1BQR1K1 b - - 0 18,e5d7,1193,1221
r4rk1/3q1ppp/4pn2/p2b4/2pP4/P6P/1PB2PP1/R1BQR1K1 w - - 0 19,d6d7,1193,1221
r4rk1/3q1ppp/4pn2/p2b2B1/2pP4/P6P/1PB2PP1/R2QR1K1 b - - 1 19,c1g5,1193,1221
r4rk1/3q1ppp/4p3/p2b2B1/2pPn3/P6P/1PB2PP1/R2QR1K1 w - - 2 20,f6e4,1193,1221
r4rk1/3q1ppp/4p3/p2b2B1/2pPB3/P6P/1P3PP1/R2QR1K1 b - - 0 20,c2e4,1193,1221
r4rk1/3q1ppp/4p3/p5B1/2pPb3/P6P/1P3PP1/R2QR1K1 w - - 0 21,d5e4,1193,1221
r4rk1/3q1ppp/4p3/p5B1/2pPR3/P6P/1P3PP1/R2Q2K1 b - - 0 21,e1e4,1193,1221
r4rk1/1q3ppp/4p3/p5B1/2pPR3/P6P/1P3PP1/R2Q2K1 w - - 1 22,d7b7,1193,1221
r4rk1/1q3ppp/4p3/p5B1/2pPR1Q1/P6P/1P3PP1/R5K1 b - - 2 22,d1g4,1193,1221
r4rk1/5ppp/4p3/p5B1/2pPR1Q1/P6P/1q3PP1/R5K1 w - - 0 23,b7b2,1193,1221
r4rk1/5ppp/4p2B/p7/2pPR1Q1/P6P/1q3PP1/R5K1 b - - 1 23,g5h6,1193,1221
r4rk1/5ppp/4p2B/p7/2pPR1Q1/P6P/5PP1/q5K1 w - - 0 24,b2a1,1193,1221
r4rk1/5ppp/4p2B/p7/2pPR1Q1/P6P/5PPK/q7 b - - 1 24,g1h2,1193,1221
r4rk1/5p1p/4p1pB/p7/2pPR1Q1/P6P/5PPK/q7 w - - 0 25,g7g6,1193,1221
r4Bk1/5p1p/4p1p1/p7/2pPR1Q1/P6P/5PPK/q7 b - - 0 25,h6f8,1193,1221
5rk1/5p1p/4p1p1/p7/2pPR1Q1/P6P/5PPK/q7 w - - 0 26,a8f8,1193,1221
5rk1/5p1p/4p1p1/p2P4/2p1R1Q1/P6P/5PPK/q7 b - - 0 26,d4d5,1193,1221
5rk1/5p1p/6p1/p2p4/2p1R1Q1/P6P/5PPK/q7 w - - 0 27,e6d5,1193,1221
5rk1/4Rp1p/6p1/p2p4/2p3Q1/P6P/5PPK/q7 b - - 1 27,e4e7,1193,1221
5rk1/4Rp1p/6p1/p2p4/6Q1/P1p4P/5PPK/q7 w - - 0 28,c4c3,1193,1221
5rk1/4Rp1p/6p1/p2p4/3Q4/P1p4P/5PPK/q7 b - - 1 28,g4d4,1193,1221
5rk1/4Rp1p/6p1/p2p4/3Q4/P6P/2p2PPK/q7 w - - 0 29,c3c2,1193,1221
5rk1/4Rp1p/6p1/p2p4/8/P6P/2p2PPK/Q7 b - - 0 29,d4a1,1193,1221
5rk1/4Rp1p/6p1/p7/3p4/P6P/2p2PPK/Q7 w - - 0 30,d5d4,1193,1221
5rk1/4Rp1p/6p1/p7/3p4/P6P/2p2PPK/2Q5 b - - 1 30,a1c1,1193,1221
5rk1/4Rp1p/6p1/p7/8/P2p3P/2p2PPK/2Q5 w - - 0 31,d4d3,1193,1221
5rk1/3R1p1p/6p1/p7/8/P2p3P/2p2PPK/2Q5 b - - 1 31,e7d7,1193,1221
2r3k1/3R1p1p/6p1/p7/8/P2p3P/2p2PPK/2Q5 w - - 2 32,f8c8,1193,1221
2r3k1/5p1p/6p1/p7/8/P2R3P/2p2PPK/2Q5 b - - 0 32,d7d3,1193,1221
2r3k1/5p1p/6p1/8/p7/P2R3P/2p2PPK/2Q5 w - - 0 33,a5a4,1193,1221
2r3k1/5p1p/6p1/8/p2R4/P6P/2p2PPK/2Q5 b - - 1 33,d3d4,1193,1221
1r4k1/5p1p/6p1/8/p2R4/P6P/2p2PPK/2Q5 w - - 2 34,c8b8,1193,1221
1r4k1/5p1p/6p1/8/R7/P6P/2p2PPK/2Q5 b - - 0 34,d4a4,1193,1221
6k1/5p1p/6p1/8/R7/P6P/2p2PPK/1rQ5 w - - 1 35,b8b1,1193,1221
6k1/5p1p/6p1/8/R7/P6P/2Q2PPK/1r6 b - - 0 35,c1c2,1193,1221
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4,1311,1359
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e7e5,1311,1359
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,g1f3,1311,1359
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,d7d6,1311,1359
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,c2c3,1311,1359
rn1qkbnr/ppp2ppp/3p4/4p3/4P1b1/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,c8g4,1311,1359
rn1qkbnr/ppp2ppp/3p4/4p3/4P1b1/2PP1N2/PP3PPP/RNBQKB1R b KQkq - 0 4,d2d3,1311,1359
rn1qk1nr/ppp1bppp/3p4/4p3/4P1b1/2PP1N2/PP3PPP/RNBQKB1R w KQkq - 1 5,f8e7,1311,1359
rn1qk1nr/ppp1bppp/3p4/4p3/4P1b1/2PP1N2/PP1N1PPP/R1BQKB1R b KQkq - 2 5,b1d2,1311,1359
rn1qk2r/ppp1bppp/3p1n2/4p3/4P1b1/2PP1N2/PP1N1PPP/R1BQKB1R w KQkq - 3 6,g8f6,1311,1359
rn1qk2r/ppp1bppp/3p1n2/4p3/4P1b1/2PP1N1P/PP1N1PP1/R1BQKB1R b KQkq - 0 6,h2h3,1311,1359
rn1qk2r/ppp1bppp/3p1n2/4p3/4P3/2PP1b1P/PP1N1PP1/R1BQKB1R w KQkq - 0 7,g4f3,1311,1359
rn1qk2r/ppp1bppp/3p1n2/4p3/4P3/2PP1Q1P/PP1N1PP1/R1B1KB1R b KQkq - 0 7,d1f3,1311,1359
r2qk2r/pppnbppp/3p1n2/4p3/4P3/2PP1Q1P/PP1N1PP1/R1B1KB1R w KQkq - 1 8,b8d7,1311,1359
r2qk2r/pppnbppp/3p1n2/4p3/P3P3/2PP1Q1P/1P1N1PP1/R1B1KB1R b KQkq - 0 8,a2a4,1311,1359
r2qk2r/1ppnbppp/p2p1n2/4p3/P3P3/2PP1Q1P/1P1N1PP1/R1B1KB1R w KQkq - 0 9,a7a6,1311,1359
r2qk2r/1ppnbppp/p2p1n2/4p3/PP2P3/2PP1Q1P/3N1PP1/R1B1KB1R b KQkq - 0 9,b2b4,1311,1359
r2q1rk1/1ppnbppp/p2p1n2/4p3/PP2P3/2PP1Q1P/3N1PP1/R1B1KB1R w KQ - 1 10,e8g8,1311,1359
r2q1rk1/1ppnbppp/p2p1n2/4p3/PP2P1P1/2PP1Q1P/3N1P2/R1B1KB1R b KQ - 0 10,g2g4,1311,1359
r2qnrk1/1ppnbppp/p2p4/4p3/PP2P1P1/2PP1Q1P/3N1P2/R1B1KB1R w KQ - 1 11,f6e8,1311,1359
r2qnrk1/1ppnbppp/p2p4/4p3/PP2P1P1/2PP1Q1P/1B1N1P2/R3KB1R b KQ - 2 11,c1b2,1311,1359
r2qnrk1/1p1nbppp/p2p4/2p1p3/PP2P1P1/2PP1Q1P/1B1N1P2/R3KB1R w KQ - 0 12,c7c5,1311,1359
r2qnrk1/1p1nbppp/p2p4/2p1p3/PP1PP1P1/2P2Q1P/1B1N1P2/R3KB1R b KQ - 0 12,d3d4,1311,1359
r2qnrk1/1p1nbppp/p2p4/2p5/PP1pP1P1/2P2Q1P/1B1N1P2/R3KB1R w KQ - 0 13,e5d4,1311,1359
r2qnrk1/1p1nbppp/p2p4/2p5/PP1PP1P1/5Q1P/1B1N1P2/R3KB1R b KQ - 0 13,c3d4,1311,1359
r2qnrk1/1p1nbppp/p2p4/8/PP1pP1P1/5Q1P/1B1N1P2/R3KB1R w KQ - 0 14,c5d4,1311,1359
r2qnrk1/1p1nbppp/p2p4/8/PP1BP1P1/5Q1P/3N1P2/R3KB1R b KQ - 0 14,b2d4,1311,1359
r2qnrk1/1p1n1ppp/p2p1b2/8/PP1BP1P1/5Q1P/3N1P2/R3KB1R w KQ - 1 15,e7f6,1311,1359
r2qnrk1/1p1n1ppp/p2p1B2/8/PP2P1P1/5Q1P/3N1P2/R3KB1R b KQ - 0 15,d4f6,1311,1359
r3nrk1/1p1n1ppp/p2p1q2/8/PP2P1P1/5Q1P/3N1P2/R3KB1R w KQ - 0 16,d8f6,1311,1359
r3nrk1/1p1n1ppp/p2p1Q2/8/PP2P1P1/7P/3N1P2/R3KB1R b KQ - 0 16,f3f6,1311,1359
r4rk1/1p1n1ppp/p2p1n2/8/PP2P1P1/7P/3N1P2/R3KB1R w KQ - 0 17,e8f6,1311,1359
r4rk1/1p1n1ppp/p2p1n2/8/PP2P1P1/5P1P/3N4/R3KB1R b KQ - 0 17,f2f3,1311,1359
r4rk1/1p3ppp/p2p1n2/4n3/PP2P1P1/5P1P/3N4/R3KB1R w KQ - 1 18,d7e5,1311,1359
r4rk1/1p3ppp/p2p1n2/4n3/PP2P1P1/5P1P/3N4/2R1KB1R b K - 2 18,a1c1,1311,1359
2r2rk1/1p3ppp/p2p1n2/4n3/PP2P1P1/5P1P/3N4/2R1KB1R w K - 3 19,a8c8,1311,1359
2R2rk1/1p3ppp/p2p1n2/4n3/PP2P1P1/5P1P/3N4/4KB1R b K - 0 19,c1c8,1311,1359
2r3k1/1p3ppp/p2p1n2/4n3/PP2P1P1/5P1P/3N4/4KB1R w K - 0 20,f8c8,1311,1359
2r3k1/1p3ppp/p2p1n2/4n3/PPB1P1P1/5P1P/3N4/4K2R b K - 1 20,f1c4,1311,1359
2r3k1/1p3ppp/p2p1n2/8/PPn1P1P1/5P1P/3N4/4K2R w K - 0 21,e5c4,1311,1359
2r3k1/1p3ppp/p2p1n2/8/PPN1P1P1/5P1P/8/4K2R b K - 0 21,d2c4,1311,1359
6k1/1p3ppp/p2p1n2/8/PPr1P1P1/5P1P/8/4K2R w K - 0 22,c8c4,1311,1359
6k1/1p3ppp/p2p1n2/8/PPr1P1P1/5P1P/8/5K1R b - - 1 22,e1f1,1311,1359
6k1/1p3ppp/p2p1n2/8/Pr2P1P1/5P1P/8/5K1R w - - 0 23,c4b4,1311,1359
6k1/1p3ppp/p2p1n2/8/Pr2P1P1/5P1P/8/4K2R b - - 1 23,f1e1,1311,1359
6k1/1p3ppp/p2p1n2/8/r3P1P1/5P1P/8/4K2R w - - 0 24,b4a4,1311,1359
6k1/1p3ppp/p2p1n2/8/r3P1P1/5P1P/5K2/7R b - - 1 24,e1f2,1311,1359
6k1/1p3p1p/p2p1n2/6p1/r3P1P1/5P1P/5K2/7R w - - 0 25,g7g5,1311,1359
6k1/1p3p1p/p2p1n2/6p1/r3P1P1/5PKP/8/7R b - - 1 25,f2g3,1311,1359
6k1/1p3p2/p2p1n1p/6p1/r3P1P1/5PKP/8/7R w - - 0 26,h7h6,1311,1359
6k1/1p3p2/p2p1n1p/6p1/r3P1P1/5PKP/8/3R4 b - - 1 26,h1d1,1311,1359
4n1k1/1p3p2/p2p3p/6p1/r3P1P1/5PKP/8/3R4 w - - 2 27,f6e8,1311,1359
4n1k1/1p3p2/p2p3p/6p1/r3P1P1/5PKP/8/2R5 b - - 3 27,d1c1,1311,1359
4n1k1/5p2/p2p3p/1p4p1/r3P1P1/5PKP/8/2R5 w - - 0 28,b7b5,1311,1359
2R1n1k1/5p2/p2p3p/1p4p1/r3P1P1/5PKP/8/8 b - - 1 28,c1c8,1311,1359
2R1n1k1/5p2/p2p3p/6p1/rp2P1P1/5PKP/8/8 w - - 0 29,b5b4,1311,1359
4R1k1/5p2/p2p3p/6p1/rp2P1P1/5PKP/8/8 b - - 0 29,c8e8,1311,1359
4R3/5pk1/p2p3p/6p1/rp2P1P1/5PKP/8/8 w - - 1 30,g8g7,1311,1359
3R4/5pk1/p2p3p/6p1/rp2P1P1/5PKP/8/8 b - - 2 30,e8d8,1311,1359
3R4/5pk1/p2p3p/6p1/r3P1P1/1p3PKP/8/8 w - - 0 31,b4b3,1311,1359
8/5pk1/p2R3p/6p1/r3P1P1/1p3PKP/8/8 b - - 0 31,d8d6,1311,1359
8/5pk1/p2R3p/6p1/1r2P1P1/1p3PKP/8/8 w - - 1 32,a4b4,1311,1359
8/5pk1/p2R3p/6p1/1r2P1PP/1p3PK1/8/8 b - - 0 32,h3h4,1311,1359
8/5pk1/p2R3p/6p1/1r2P1PP/5PK1/1p6/8 w - - 0 33,b3b2,1311,1359
8/5pk1/p2R3p/6P1/1r2P1P1/5PK1/1p6/8 b - - 0 33,h4g5,1311,1359
8/5pk1/p2R4/6p1/1r2P1P1/5PK1/1p6/8 w - - 0 34,h6g5,1311,1359
8/5pk1/p7/3R2p1/1r2P1P1/5PK1/1p6/8 b - - 1 34,d6d5,1311,1359
8/5pk1/p7/3R2p1/1r2P1P1/5PK1/8/1q6 w - - 0 35,b2b1q,1311,1359
8/5pk1/p7/6R1/1r2P1P1/5PK1/8/1q6 b - - 0 35,d5g5,1311,1359
5k2/5p2/p7/6R1/1r2P1P1/5PK1/8/1q6 w - - 1 36,g7f8,1311,1359
5k2/5p2/p7/7R/1r2P1P1/5PK1/8/1q6 b - - 2 36,g5h5,1311,1359
5k2/5p2/p7/7R/1r2P1P1/5PK1/8/6q1 w - - 3 37,b1g1,1311,1359
5k2/5p2/p7/7R/1r2PKP1/5P2/8/6q1 b - - 4 37,g3f4,1311,1359
5k2/5p2/p7/7R/1r2PKP1/5P2/8/2q5 w - - 5 38,g1c1,1311,1359
5k2/5p2/p7/7R/1r2P1P1/5PK1/8/2q5 b - - 6 38,f4g3,1311,1359
5k2/5p2/p7/7R/1r2P1P1/2q2PK1/8/8 w - - 7 39,c1c3,1311,1359
5k2/5p2/p7/6PR/1r2P3/2q2PK1/8/8 b - - 0 39,g4g5,1311,1359
5k2/5p2/p7/6PR/4r3/2q2PK1/8/8 w - - 0 40,b4e4,1311,1359
5k2/5p2/p7/6PR/4r3/2q2P2/6K1/8 b - - 1 40,g3g2,1311,1359
5k2/5p2/p3r3/6PR/8/2q2P2/6K1/8 w - - 2 41,e4e6,1311,1359
5k2/5p2/p3r3/6PR/8/2q2PK1/8/8 b - - 3 41,g2g3,1311,1359
5k2/5p2/p5r1/6PR/8/2q2PK1/8/8 w - - 4 42,e6g6,1311,1359
5k2/5p2/p5r1/6PR/6K1/2q2P2/8/8 b - - 5 42,g3g4,1311,1359
5k2/5p2/6r1/p5PR/6K1/2q2P2/8/8 w - - 0 43,a6a5,1311,1359
5k2/5p2/6r1/p5PR/5PK1/2q5/8/8 b - - 0 43,f3f4,1311,1359
5k2/5p2/6r1/p5PR/3q1PK1/8/8/8 w - - 1 44,c3d4,1311,1359
5k2/5p2/6r1/p4KPR/3q1P2/8/8/8 b - - 2 44,g4f5,1311,1359
5k2/3q1p2/6r1/p4KPR/5P2/8/8/8 w - - 3 45,d4d7,1311,1359
5k2/3q1p2/6r1/p5PR/4KP2/8/8/8 b - - 4 45,f5e4,1311,1359
5k2/3q4/6r1/p4pPR/4KP2/8/8/8 w - f6 0 46,f7f5,1311,1359
5k2/3q4/5Pr1/p6R/4KP2/8/8/8 b - - 0 46,g5f6,1311,1359
5k2/3q4/5r2/p6R/4KP2/8/8/8 w - - 0 47,g6f6,1311,1359
5k1R/3q4/5r2/p7/4KP2/8/8/8 b - - 1 47,h5h8,1311,1359
7R/3q2k1/5r2/p7/4KP2/8/8/8 w - - 2 48,f8g7,1311,1359
8/3q2k1/5r2/p7/4KP2/8/8/7R b - - 3 48,h8h1,1311,1359
8/6k1/2q2r2/p7/4KP2/8/8/7R w - - 4 49,d7c6,1311,1359
8/6k1/2q2r2/p7/5P2/4K3/8/7R b - - 5 49,e4e3,1311,1359
8/6k1/5r2/p7/5P2/4K3/8/7q w - - 0 50,c6h1,1311,1359
8/6k1/5r2/p7/5P2/8/5K2/7q b - - 1 50,e3f2,1311,1359
8/6k1/5r2/p7/5P2/8/5K2/1q6 w - - 2 51,h1b1,1311,1359
8/6k1/5r2/p7/5P2/6K1/8/1q6 b - - 3 51,f2g3,1311,1359
8/6k1/5r2/8/p4P2/6K1/8/1q6 w - - 0 52,a5a4,1311,1359
8/6k1/5r2/8/p4P1K/8/8/1q6 b - - 1 52,g3h4,1311,1359
8/6k1/5r2/8/5P1K/p7/8/1q6 w - - 0 53,a4a3,1311,1359
8/6k1/5r2/5P2/7K/p7/8/1q6 b - - 0 53,f4f5,1311,1359
8/6k1/5r2/5P2/7K/8/p7/1q6 w - - 0 54,a3a2,1311,1359
8/6k1/5r2/5P1K/8/8/p7/1q6 b - - 1 54,h4h5,1311,1359
8/6k1/8/5r1K/8/8/p7/1q6 w - - 0 55,f6f5,1311,1359
8/6k1/8/5r2/7K/8/p7/1q6 b - - 1 55,h5h4,1311,1359
8/8/5k2/5r2/7K/8/p7/1q6 w - - 2 56,g7f6,1311,1359
8/8/5k2/5r2/8/6K1/p7/1q6 b - - 3 56,h4g3,1311,1359
8/8/5k2/1r6/8/6K1/p7/1q6 w - - 4 57,f5b5,1311,1359
8/8/5k2/1r6/7K/8/p7/1q6 b - - 5 57,g3h4,1311,1359
8/8/5k2/1r6/7K/8/8/qq6 w - - 0 58,a2a1q,1311,1359
8/8/5k2/1r6/6K1/8/8/qq6 b - - 1 58,h4g4,1311,1359
8/8/5kq1/1r6/6K1/8/8/q7 w - - 2 59,b1g6,1311,1359
8/8/5kq1/1r6/7K/8/8/q7 b - - 3 59,g4h4,1311,1359
8/8/5kq1/1r6/7K/8/8/7q w - - 4 60,a1h1,1311,1359
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4,1052,1012
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e7e5,1052,1012
rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,f1c4,1052,1012
rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,d7d6,1052,1012
rnbqkbnr/ppp2ppp/3p4/4p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3,d2d4,1052,1012
rnbqkb1r/ppp2ppp/3p1n2/4p3/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq - 1 4,g8f6,1052,1012
rnbqkb1r/ppp2ppp/3p1n2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 2 4,g1f3,1052,1012
rn1qkb1r/ppp2ppp/3pbn2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 3 5,c8e6,1052,1012
